timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packet_count,duration_ms,connection_rate,label
2026-08-09 01:49:00,192.168.2.31,84.116.27.224,43600,25,TCP,4251.48,20269.23,52,1315.28,2.84,normal
2026-08-05 19:28:49,109.255.28.72,192.168.3.144,37754,3389,TCP,213.29,116.01,7,66.4,67.2,brute_force
2026-08-05 17:31:06,192.168.1.30,192.168.4.91,25380,80,TCP,5114.42,10417.38,42,1074.2,2.55,normal
2026-08-10 14:30:32,192.168.5.32,169.115.64.33,54299,25,TCP,3196.49,11886.02,38,923.85,3.77,normal
2026-08-06 14:41:37,192.168.4.80,183.74.133.220,6965,80,TCP,5253.67,6334.25,10,419.4,1.59,normal
2026-08-04 15:43:48,192.168.0.3,192.168.0.171,39195,80,TCP,3400.15,16615.77,39,873.0,1.33,normal
2026-08-07 16:55:10,192.168.1.116,192.168.4.34,21808,3389,UDP,4211.7,16602.06,66,451.06,1.44,normal
2026-08-08 17:27:10,192.168.5.191,38.56.215.90,17156,53,UDP,3838.74,26620.08,16,1348.24,0.3,normal
2026-08-09 03:29:06,192.168.2.205,208.195.164.21,40204,3389,TCP,5058.08,18608.46,52,1168.51,3.45,normal
2026-08-05 09:00:10,192.168.1.9,192.168.4.35,5704,25,TCP,2949.51,16528.22,61,917.28,3.43,normal
2026-08-06 16:17:28,192.168.4.206,192.168.2.228,52257,443,TCP,3582.53,12767.61,44,578.88,1.4,normal
2026-08-08 10:29:15,192.168.0.220,60.157.115.87,45402,3389,UDP,6885.27,9281.76,56,765.51,1.87,normal
2026-08-06 21:43:20,192.168.0.244,192.168.4.117,55162,21,TCP,4228.58,14805.36,59,416.04,1.17,normal
2026-08-08 16:41:47,131.207.232.37,192.168.1.175,64700,43696,TCP,54.41,36.21,2,28.42,66.27,port_scan
2026-08-09 03:44:39,192.168.4.226,185.117.31.106,45176,3306,TCP,4905.6,18768.47,15,1419.93,2.51,normal
2026-08-08 11:25:19,192.168.2.174,42.49.61.139,33954,5432,UDP,4914.33,8326.01,4,1264.77,2.67,normal
2026-08-09 18:57:17,192.168.3.166,192.168.5.193,43415,3389,TCP,2736.28,21140.56,26,950.83,1.51,normal
2026-08-08 18:57:24,192.168.0.58,172.127.245.190,55334,80,TCP,3892.73,6964.38,17,416.52,3.82,normal
2026-08-08 01:47:57,192.168.3.162,192.168.1.251,12962,80,TCP,169.68,13989.69,35,956.15,1.85,normal
2026-08-10 23:05:05,192.168.2.186,25.26.155.225,37840,21,TCP,2257.18,10992.17,48,1509.6,1.41,normal
2026-08-10 15:23:46,192.168.2.89,192.168.4.106,37556,21,UDP,1287.82,7344.88,53,742.83,1.49,normal
2026-08-04 11:22:35,192.168.1.243,158.167.68.83,33903,80,TCP,2331.95,18192.72,30,567.51,0.76,normal
2026-08-07 17:33:48,192.168.2.239,194.172.219.87,25323,21,ICMP,5757.58,7942.96,47,1272.76,2.48,normal
2026-08-08 15:22:12,192.168.4.139,17.98.239.10,21990,5432,UDP,3679.34,8980.19,34,279.82,3.43,normal
2026-08-06 21:19:34,192.168.2.44,192.168.5.227,50252,22,UDP,1367.86,18881.22,72,1084.95,1.21,normal
2026-08-08 21:19:52,192.168.0.104,70.233.209.222,35144,53,TCP,3731.33,14951.77,34,503.52,3.23,normal
2026-08-07 02:51:12,192.168.2.250,192.168.4.90,46333,443,UDP,6510.54,13649.32,62,797.91,2.34,normal
2026-08-10 17:24:58,192.168.3.232,192.168.3.12,52438,5432,TCP,3424.06,14312.63,31,273.84,2.04,normal
2026-08-08 13:22:08,192.168.4.26,89.103.253.146,17417,5432,TCP,5095.9,20377.67,38,1004.49,1.1,normal
2026-08-06 16:39:10,192.168.2.138,62.43.133.197,1259,80,UDP,7317.0,21809.55,30,552.41,2.96,normal
2026-08-11 15:45:42,192.168.2.20,192.168.3.106,61788,22,TCP,4880.67,15960.67,51,597.25,3.37,normal
2026-08-10 14:19:49,192.168.0.114,156.248.81.150,27967,53,TCP,4208.3,21319.86,71,1100.51,2.29,normal
2026-08-09 08:52:27,192.168.4.121,26.126.195.195,16895,21,TCP,2298.71,13694.82,24,1469.61,2.22,normal
2026-08-11 07:56:05,165.71.36.64,192.168.3.50,59850,1544,TCP,67.73,41.89,2,18.54,96.74,port_scan
2026-08-10 10:39:20,192.168.0.136,155.136.34.116,26555,3306,UDP,3828.29,15886.54,28,884.15,3.53,normal
2026-08-08 15:34:43,192.168.4.121,192.168.1.119,23918,53,UDP,6461.81,17896.81,30,1622.86,2.58,normal
2026-08-10 03:27:50,192.168.5.193,115.131.17.114,37456,53,TCP,2923.66,14973.11,58,971.14,1.23,normal
2026-08-11 19:01:18,192.168.3.22,192.168.0.218,52388,5432,TCP,1621.03,3720.45,68,955.85,1.13,normal
2026-08-08 10:40:49,192.168.5.50,192.168.3.88,46482,21,UDP,5201.89,22351.46,31,654.3,1.68,normal
2026-08-06 17:40:06,192.168.5.83,192.52.163.249,21400,8080,UDP,6039.4,17837.56,45,1219.65,0.63,normal
2026-08-04 07:26:56,136.167.58.140,192.168.1.20,15038,3389,TCP,127.77,161.54,9,67.68,55.75,brute_force
2026-08-09 14:41:06,192.168.3.158,72.16.189.56,30081,8080,ICMP,3808.12,9266.76,15,881.39,1.24,normal
2026-08-09 14:24:00,192.168.1.113,175.67.212.20,23559,5432,TCP,3716.49,16288.19,28,1077.15,1.47,normal
2026-08-08 16:55:33,192.168.5.91,181.219.129.128,2969,3306,TCP,1700.97,8228.46,54,1149.11,2.36,normal
2026-08-09 14:38:11,192.168.0.7,138.123.30.153,59306,22,TCP,2064.95,10102.25,44,863.82,3.31,normal
2026-08-05 18:04:11,192.168.5.127,145.229.165.222,64657,21,TCP,3234.98,13380.75,25,622.28,2.38,normal
2026-08-04 16:06:19,192.168.5.117,175.53.79.48,25233,443,TCP,2575.55,29572.92,36,523.12,1.79,normal
2026-08-11 21:18:50,192.168.3.237,192.168.4.128,40445,53,TCP,3938.8,11365.96,46,882.91,1.33,normal
2026-08-04 11:52:58,192.168.3.90,192.168.1.58,2574,3306,TCP,4619.17,19932.36,68,701.84,1.25,normal
2026-08-10 17:53:15,192.168.3.241,192.168.3.54,19515,53,TCP,4651.65,7914.51,63,859.21,2.98,normal
2026-08-05 12:31:28,192.168.1.63,54.220.201.161,28462,5432,TCP,5308.61,17314.12,21,1515.71,3.03,normal
2026-08-10 16:19:59,192.168.1.211,192.168.0.111,22024,80,TCP,2499.86,14157.76,28,873.9,1.22,normal
2026-08-09 17:41:26,192.168.3.106,192.168.0.159,15716,22,TCP,2419.25,17566.89,14,575.46,1.67,normal
2026-08-10 09:38:33,192.168.4.197,192.168.1.122,33421,53,ICMP,4764.52,19870.23,44,1974.16,0.97,normal
2026-08-08 15:35:23,192.168.3.211,192.168.0.199,46606,3389,TCP,3377.57,3114.88,34,149.43,2.42,normal
2026-08-04 20:21:55,192.168.4.214,176.0.104.165,27190,3306,TCP,4348.02,21268.18,4,839.39,0.42,normal
2026-08-07 19:42:04,192.168.0.121,145.222.253.44,12556,5432,UDP,3644.76,7647.27,56,1041.96,2.26,normal
2026-08-06 12:39:41,192.168.3.125,151.165.247.46,19693,80,TCP,5656.39,15842.56,46,110.01,0.1,normal
2026-08-08 15:45:52,192.168.0.156,95.215.14.89,61893,22,TCP,2096.35,12949.06,44,1049.0,2.27,normal
2026-08-07 10:54:13,192.168.4.162,161.92.129.116,41656,25,TCP,3037.23,14015.68,40,878.14,1.93,normal
2026-08-09 09:07:09,192.168.0.9,192.168.3.224,1892,443,TCP,1603.91,20507.24,55,34.96,2.45,normal
2026-08-08 16:38:42,192.168.5.47,219.47.131.158,34178,3389,TCP,1643.42,10530.84,70,196.66,1.75,normal
2026-08-06 14:39:47,192.168.1.237,222.83.90.226,28044,80,TCP,2928.47,26194.65,47,323.48,2.66,normal
2026-08-09 12:57:30,192.168.0.88,112.154.236.174,7321,8080,TCP,2628.38,15943.79,30,516.14,1.41,normal
2026-08-06 14:32:10,192.168.1.13,192.168.2.220,11244,3389,ICMP,3468.52,28257.77,56,1082.77,2.65,normal
2026-08-06 17:45:27,192.168.4.3,192.168.5.232,10792,53,TCP,5172.73,7578.3,20,1008.78,2.3,normal
2026-08-06 18:41:39,192.168.1.148,192.168.5.122,40033,443,TCP,4336.89,13964.85,25,1002.37,3.03,normal
2026-08-09 13:56:49,192.168.0.60,192.168.4.171,16828,8080,ICMP,3740.85,17123.65,47,1102.59,2.41,normal
2026-08-09 18:47:29,192.168.3.119,192.168.4.169,16902,8080,TCP,4109.31,15439.18,37,1276.68,1.92,normal
2026-08-05 01:51:14,192.168.0.91,154.71.170.134,19398,3389,UDP,3899.48,10069.92,64,588.92,0.87,normal
2026-08-10 09:47:47,192.168.2.208,192.168.0.151,63717,53,TCP,4957.89,5030.88,39,315.59,1.35,normal
2026-08-07 10:47:46,130.240.11.38,192.168.1.38,16097,3306,TCP,45.72,12.9,79,26.8,122.47,ddos
2026-08-05 11:47:54,127.184.195.103,192.168.3.52,52202,12768,TCP,68.94,42.61,4,10.73,124.5,port_scan
2026-08-09 10:11:51,192.168.0.149,74.100.50.92,58298,80,TCP,4274.77,18480.92,41,1059.79,0.48,normal
2026-08-09 03:56:48,192.168.4.75,192.168.1.178,49028,8080,TCP,5987.51,9165.99,10,1743.85,4.27,normal
2026-08-06 10:46:31,192.168.2.34,192.168.0.244,34860,3306,TCP,3646.43,9363.22,56,682.22,3.45,normal
2026-08-07 07:45:14,45.49.233.74,192.168.3.114,54077,21,TCP,196.0,139.37,3,42.11,46.67,brute_force
2026-08-10 13:17:39,192.168.2.22,192.168.3.79,18814,3389,TCP,1520.02,7453.57,26,495.55,1.16,normal
2026-08-09 04:54:31,192.168.5.72,11.41.62.23,24986,25,UDP,3163.72,20911.9,32,322.02,3.18,normal
2026-08-09 09:18:48,192.168.3.98,192.168.5.8,32087,22,TCP,6851.79,14636.04,29,194.51,0.2,normal
2026-08-08 15:37:35,192.168.2.89,192.168.2.192,55475,443,TCP,5831.55,18492.59,36,416.22,1.63,normal
2026-08-06 10:08:42,192.168.4.240,192.168.4.215,36953,3306,ICMP,4724.07,12518.81,27,1043.96,1.86,normal
2026-08-06 13:00:12,81.212.18.222,192.168.4.139,49101,24172,TCP,60.8,39.56,3,21.54,97.58,port_scan
2026-08-08 16:45:42,192.168.3.83,159.219.112.140,33162,5432,TCP,3440.25,4756.55,81,669.05,3.31,normal
2026-08-07 18:10:58,192.168.3.95,164.20.93.141,63539,22,TCP,2858.52,15730.67,52,1228.14,2.23,normal
2026-08-06 17:56:21,192.168.0.113,192.168.5.74,38828,21,TCP,1780.9,21314.88,8,867.72,1.15,normal
2026-08-09 12:38:44,192.168.5.230,192.168.4.91,56252,8080,TCP,3870.18,21545.87,64,1320.44,0.93,normal
2026-08-06 09:01:37,192.168.4.232,166.244.36.247,37850,3306,TCP,8520.69,11213.29,52,1009.29,1.32,normal
2026-08-10 12:25:51,192.168.5.48,201.87.221.17,31648,3306,TCP,8395.48,26074.81,40,864.06,1.02,normal
2026-08-10 10:31:03,192.168.2.158,171.118.142.79,60634,5432,UDP,5664.08,8573.06,27,26.48,2.77,normal
2026-08-10 15:33:35,192.168.5.242,73.164.112.7,22460,80,TCP,6118.67,22113.72,33,1301.92,3.17,normal
2026-08-04 17:07:00,192.168.5.135,117.253.60.58,47788,3306,TCP,4542.13,7241.15,48,980.24,0.13,normal
2026-08-09 17:48:59,192.168.4.139,192.168.4.77,18753,80,TCP,3000.09,18551.9,42,774.87,2.49,normal
2026-08-08 16:21:15,192.168.3.184,9.195.135.65,35827,53,TCP,5050.89,15740.75,23,226.17,2.11,normal
2026-08-06 16:37:56,192.168.3.54,201.240.33.43,34356,25,UDP,4077.49,16374.45,56,889.74,2.9,normal
2026-08-07 14:24:04,192.168.1.1,192.168.3.167,1407,443,TCP,4439.42,8237.83,33,49.05,0.38,normal
2026-08-10 10:00:40,192.168.2.233,59.169.101.197,6768,3306,TCP,4767.12,18640.38,23,1095.01,2.28,normal
2026-08-06 11:12:42,192.168.4.147,34.61.152.172,25985,443,TCP,2023.28,13145.64,41,1612.38,0.71,normal
2026-08-07 14:55:27,192.168.5.10,192.168.1.232,32854,3306,UDP,4489.57,23166.22,40,884.55,3.18,normal
2026-08-06 18:38:51,192.168.5.183,54.107.54.215,9760,3389,TCP,2054.88,21578.62,69,997.78,2.57,normal
2026-08-05 01:56:26,192.168.3.162,192.168.1.229,40796,3306,TCP,3014.69,23366.03,54,928.82,1.6,normal
2026-08-07 16:49:45,192.168.3.56,25.5.65.152,57563,80,UDP,5467.69,10136.83,52,772.62,2.03,normal
2026-08-10 11:48:22,192.168.0.125,192.168.0.195,63595,3389,TCP,1785.65,17669.25,49,496.14,0.98,normal
2026-08-05 10:43:32,192.168.3.149,192.168.4.184,15963,80,ICMP,62.77,30294.06,47,859.55,3.18,normal
2026-08-06 15:34:41,192.168.4.109,123.113.66.205,30652,8080,ICMP,2851.52,13307.04,12,961.56,0.73,normal
2026-08-09 09:04:07,192.168.5.77,192.168.2.96,64878,3389,TCP,3150.0,10744.85,42,675.32,1.25,normal
2026-08-11 19:26:46,121.152.222.122,192.168.0.3,4160,12758,TCP,68.46,47.22,3,14.66,67.3,port_scan
2026-08-10 15:23:24,192.168.1.46,220.18.214.58,22113,3306,TCP,3851.67,20514.46,35,906.96,2.32,normal
2026-08-06 17:31:08,192.168.5.7,115.98.49.80,57458,5432,TCP,3175.92,10562.94,29,1001.33,1.9,normal
2026-08-08 18:50:29,126.12.85.208,192.168.5.214,9834,3306,TCP,121.25,170.97,7,39.46,80.61,brute_force
2026-08-06 17:55:05,192.168.2.120,27.159.11.148,50732,5432,TCP,3445.71,14211.16,52,625.29,0.39,normal
2026-08-07 17:39:20,192.168.2.73,192.168.2.124,38096,22,TCP,2558.27,11377.32,29,601.51,3.18,normal
2026-08-10 09:33:06,192.168.5.115,192.168.5.73,17532,3306,TCP,5856.16,12256.19,39,823.21,2.85,normal
2026-08-09 19:06:35,192.168.2.229,30.130.232.145,52565,21,TCP,1683.81,4544.98,35,967.04,0.64,normal
2026-08-07 08:37:45,192.168.4.209,192.168.5.183,15596,53,TCP,4551.05,20481.51,27,1397.08,1.73,normal
2026-08-05 10:05:23,192.168.3.177,192.168.5.253,23527,22,ICMP,2838.96,10943.69,50,860.74,1.31,normal
2026-08-08 14:16:01,192.168.0.194,147.217.131.112,41252,80,TCP,7878.08,18283.6,44,1343.17,3.99,normal
2026-08-10 15:19:29,192.168.0.167,192.168.1.120,24866,25,UDP,3531.91,12030.44,36,895.26,2.27,normal
2026-08-06 10:11:00,50.133.192.138,192.168.1.38,42977,3306,TCP,46.18,0.8,181,11.51,117.1,ddos
2026-08-05 15:52:43,192.168.5.148,40.230.189.17,14940,22,ICMP,5275.35,15047.64,40,214.95,1.93,normal
2026-08-07 14:35:59,192.168.2.115,66.107.152.118,22561,53,TCP,3558.45,10576.24,9,1108.26,2.08,normal
2026-08-07 14:15:06,192.168.2.95,192.168.2.24,46585,8080,UDP,994.47,17032.22,20,452.79,0.59,normal
2026-08-10 18:07:47,192.168.0.7,131.136.189.88,30930,3389,TCP,4133.06,26321.46,33,622.03,3.0,normal
2026-08-10 09:10:16,192.168.4.242,192.168.4.138,45968,443,TCP,6207.5,15376.28,38,899.08,2.05,normal
2026-08-07 17:05:50,192.168.0.53,190.119.134.206,33945,21,TCP,6207.1,20445.19,56,532.36,2.8,normal
2026-08-05 09:03:10,192.168.2.188,38.199.175.116,44982,3306,TCP,1935.35,29022.01,44,827.73,1.46,normal
2026-08-10 10:22:09,192.168.0.3,199.15.148.42,44949,25,TCP,5864.01,20521.29,12,1171.71,3.06,normal
2026-08-09 00:22:33,192.168.0.106,185.4.38.164,35138,3306,TCP,4042.31,14250.07,8,385.07,0.88,normal
2026-08-11 22:18:46,192.168.3.52,7.139.96.61,46222,8080,UDP,5454.05,11211.58,40,497.62,2.36,normal
